Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600
2010-01-05,6.423469543457031,6.459724811076854,6.389610971174252,6.430061555769471,601904800
2010-01-06,6.321293830871582,6.448936321038507,6.314701820563495,6.423467590351889,552160000
2010-01-07,6.309608459472656,6.352156495427593,6.2637652180102235,6.344665573595873,477131200
2010-01-08,6.351559638977051,6.352159313038814,6.264068433518925,6.301221822087368,447610800
2010-01-11,6.295528411865234,6.382121091125056,6.2457894776861576,6.376128352055447,462229600
2010-01-12,6.223915100097656,6.285339866777769,6.184963501800485,6.26796052588379,594459600
2010-01-13,6.311708450317383,6.320098286135542,6.115451420213252,6.228412166468543,605892000
2010-01-14,6.275153636932373,6.306015845737017,6.262868920835972,6.295528951515607,432894000
2010-01-15,6.17028284072876,6.340173400483256,6.168485018927716,6.320097723704928,594067600
2010-01-19,6.443246364593506,6.44774091954804,6.209535507698652,6.242194740220082,730007600
2010-01-20,6.344067096710205,6.458525189064216,6.277249269939606,6.439348828024793,612152800
2010-01-21,6.234402179718018,6.3914087254773335,6.208634204684514,6.354554584447921,608154400
2010-01-22,5.925183296203613,6.2173224341818925,5.9075055215429835,6.195749380337064,881767600
2010-01-25,6.084588527679443,6.133427751947065,5.9982950834726685,6.067809257973941,1065699600
2010-01-26,6.170583248138428,6.403395999800446,6.069907615005978,6.170882885142681,1867110000
2010-01-27,6.228709697723389,6.309609263519785,5.978518077301491,6.197847495893098,1722568400
2010-01-28,5.971328258514404,6.157398813283011,5.953650477678382,6.14032030637698,1173502400
2010-01-29,5.754696369171143,6.058521473841055,5.700463274548872,6.024962931319451,1245952400
2010-02-01,5.8346967697143555,5.872749862649446,5.7319236951239105,5.763984048998566,749876400
2010-02-02,5.868555068969727,5.882338369099171,5.79424710330119,5.87005365381575,698342400
2010-02-03,5.969529628753662,5.998594010375022,5.825407468492516,5.847879837776201,615328000
2010-02-04,5.754395961761475,5.943761698865939,5.740013389278229,5.8946220429801155,757652000
2010-02-05,5.856569290161133,5.872749685135227,5.718439859387999,5.771774435315068,850306800
2010-02-08,5.816420078277588,5.929081187089861,5.812824434369867,5.8634622859715,478270800
2010-02-09,5.878441333770752,5.917692563578256,5.835294424605493,5.885332581728925,632886800
2010-02-10,5.846380233764648,5.890726087766112,5.820612264617394,5.869451471246659,370361600
2010-02-11,5.952750205993652,5.985110592941017,5.814620787818912,5.83919061493375,550345600
2010-02-12,6.003986835479736,6.041740283839114,5.857767232322593,5.935970461024799,655468800
2010-02-16,6.094474792480469,6.103163861766478,6.038144260385919,6.050728609029104,543737600
2010-02-17,6.0690083503723145,6.121742856374403,6.018370102991459,6.118147212769891,436396800
2010-02-18,6.080392837524414,6.109157581970718,6.020167016384638,6.041440437735919,422825200
2010-02-19,6.042640686035156,6.088484344843397,6.025861414850602,6.048334188824622,415469600
2010-02-22,6.005184173583984,6.067507438680664,5.968330040918864,6.06271364909569,390563600
2010-02-23,5.904509544372559,6.032451700536245,5.864059762954422,5.992600792869819,575094800
2010-02-24,6.012377738952637,6.035748620632016,5.927881320364654,5.93956716125367,460566400
2010-02-25,6.05252742767334,6.0782954029533,5.899416560460721,5.91409836963874,665126000
2010-02-26,6.131027698516846,6.14750732223699,6.05252485826159,6.06391065645305,507460800
2010-03-01,6.2619709968566895,6.277251684127568,6.1559014965376075,6.1648902067056675,550093600
2010-03-02,6.257773399353027,6.3170999011887465,6.224514105838495,6.290132982132225,566546400
2010-03-03,6.272154808044434,6.288335199607594,6.230506881810297,6.260469769791743,372052800
2010-03-04,6.313504219055176,6.319796593872443,6.251180944822406,6.2706577431155885,366041200
2010-03-05,6.56040096282959,6.582873333896936,6.430960601542845,6.440249346937738,899620400
2010-03-08,6.564294815063477,6.594556940102277,6.539425353820819,6.592160245087241,429889600
2010-03-09,6.682348251342773,6.741674747813858,6.528638146782419,6.5412224945112545,920259200
2010-03-10,6.736883163452148,6.756059929387045,6.687744300941398,6.706621029859207,596218000
2010-03-11,6.756657123565674,6.756657123565674,6.69133827721759,6.709016854965639,405700400
2010-03-12,6.789618492126465,6.823476269444161,6.764149749834314,6.81268933857011,416323600
2010-03-15,6.706920146942139,6.756657879483593,6.599352484110928,6.753063036248165,493502800
2010-03-16,6.725195407867432,6.741075761644066,6.66706745632439,6.717105612571404,446908000
2010-03-17,6.715308666229248,6.7851220645390145,6.68984032951547,6.7386795446173045,450956800
2010-03-18,6.731189727783203,6.7416766204619964,6.670064993173038,6.71470929630401,342109600
2010-03-19,6.659278392791748,6.748867835184661,6.628715825786794,6.735384573298266,559445600
2010-03-22,6.734186172485352,6.77164038974122,6.596356381196804,6.6059447632269315,456419600
2010-03-23,6.842352390289307,6.85493714185719,6.714709453253849,6.760852742237444,602431200
2010-03-24,6.872614860534668,6.89748432501135,6.81688319314131,6.820778873176601,597780400
2010-03-25,6.7911152839660645,6.9205560352325,6.779129806969562,6.919057450558638,542284400
2010-03-26,6.918458938598633,6.9499196153928064,6.84804546178095,6.860030938711261,640875200
2010-03-29,6.963103294372559,7.0074487618103705,6.940032449923856,6.9813815479335295,540744400
2010-03-30,7.066773891448975,7.115614303507301,7.01883279009218,7.089246257706895,527310000
2010-03-31,7.041306495666504,7.089547643132516,7.025126900946338,7.055989105829187,430659600
2010-04-01,7.070370674133301,7.153068067182896,6.973889982192798,7.113517592301873,603145200
2010-04-05,7.145874500274658,7.14647377388113,7.034412009765746,7.040704782682835,684507600
2010-04-06,7.177338123321533,7.1983119057581355,7.101231952605424,7.137187579709967,447017200
2010-04-07,7.209099769592285,7.248651044550517,7.1509710048346244,7.177638291755464,628502000
2010-04-08,7.1896233558654785,7.237264425207239,7.132393905242788,7.204305164652616,572989200
2010-04-09,7.244757652282715,7.24775482265033,7.204907127856713,7.233971519414103,334182800
2010-04-12,7.259736061096191,7.28310693801118,7.245353490626359,7.257038929083853,333026400
2010-04-13,7.263930797576904,7.275017763309914,7.224379525506478,7.24685269383359,306210800
2010-04-14,7.3616108894348145,7.365206532388219,7.313071309760986,7.349326176059965,404076400
2010-04-15,7.4583916664123535,7.461687272427726,7.356217478654357,7.364307275309234,376784800
2010-04-16,7.4128499031066895,7.524911742987962,7.3274553566942355,7.447906232639732,750545600
2010-04-19,7.402959823608398,7.427529249828101,7.244155463652925,7.401761275983118,566924400
2010-04-20,7.328651428222656,7.468279025357909,7.279811812925629,7.447005205182741,738326400
2010-04-21,7.7670087814331055,7.797870976844811,7.662437521330987,7.754424033769436,982391200
2010-04-22,7.984241485595703,7.992631318621071,7.676521196538336,7.737646322767501,793424800
2010-04-23,8.11488151550293,8.155331303712563,8.000123363692902,8.029786221673834,796955600
2010-04-26,8.075031280517578,8.163721420725448,8.035779238654703,8.146343277076747,479068800
2010-04-27,7.851505756378174,8.025291167866804,7.805962545159483,8.008212263635151,709343600
2010-04-28,7.838327407836914,7.910237912402348,7.682819351517254,7.887766329781379,758402400
2010-04-29,8.049261093139648,8.090010108478259,7.850606242945405,7.880868367570424,558840800
2010-04-30,7.8230414390563965,8.107090035308572,7.8203451068543615,8.069336583888626,542463600
2010-05-03,7.980644226074219,8.026488261483191,7.876672245248349,7.90543738122209,454342000
2010-05-04,7.750828266143799,7.888958051015208,7.6930003554425985,7.876973377342159,723819600
2010-05-05,7.670228958129883,7.734649687926516,7.452697381327278,7.581538840920545,883103200
2010-05-06,7.37838888168335,7.737944294321808,5.970127315163509,7.605508009328227,1285860800
2010-05-07,7.06707239151001,7.387976660083461,6.747966744152106,7.302282920461562,1676018400
2010-05-10,7.610298156738281,7.630074180068279,7.446700509680336,7.498237224927134,984306400
2010-05-11,7.686114311218262,7.787089195753575,7.505736809342879,7.545886573459947,848906800
2010-05-12,7.853003978729248,7.884165416582882,7.7514298688261825,7.767608661411963,654379600
2010-05-13,7.741242408752441,7.940196517012091,7.682514374310642,7.886861946966857,599712400
2010-05-14,7.605212688446045,7.684914538380681,7.475772691634063,7.645363250443936,759362800
2010-05-17,7.617194652557373,7.675922683334105,7.422135436263555,7.631577223383963,762834800
2010-05-18,7.56146240234375,7.746933204029823,7.498539466630022,7.699891420736899,782678400
2010-05-19,7.441012382507324,7.578242882846084,7.336441904346121,7.475769462943759,1025726800
2010-05-20,7.1240057945251465,7.306480298872437,7.077562466728916,7.247452219014828,1282915200
2010-05-21,7.260635852813721,7.3259550978279355,6.931940969262358,6.975986394096475,1223891200
2010-05-24,7.393673419952393,7.517720744851825,7.378692369182159,7.409254544856234,754238800
2010-05-25,7.347527027130127,7.39366950316528,7.106025319747725,7.171643791545873,1048006400
2010-05-26,7.314269065856934,7.554573069598757,7.303482136984121,7.4931487025542,850654000
2010-05-27,7.591126918792725,7.607307311560522,7.46408407226936,7.508728770684548,666282400
2010-05-28,7.696895122528076,7.772402005994164,7.591125318278056,7.772102769203417,815614800
2010-06-01,7.815252304077148,7.96836319604015,7.759221390565435,7.781094489431396,876472800
2010-06-02,7.908736705780029,7.9342046458435425,7.800269732370768,7.926414085308265,688548000
2010-06-03,7.8838677406311035,7.956677522323005,7.80266732388461,7.945590554653368,650106800
2010-06-04,7.6693291664123535,7.847308644867527,7.629478667716409,7.7367454536836275,758304400
2010-06-07,7.518916130065918,7.764912017115912,7.507229891254467,7.73914404455932,886942000
2010-06-08,7.470676898956299,7.604611808908537,7.360412906882034,7.587832140504384,1000770400
2010-06-09,7.2870025634765625,7.547681879338584,7.265729542626496,7.534797091924356,854630000
2010-06-10,7.506031513214111,7.520113245776262,7.257038478069858,7.336141010540856,776356000
